"CBSACode","CBSApop","CBSAhhi","CBSATitle","Type","CBSAhhico","CBSAhhipl","CBSAplcount","CBSAplby10000","CBSAmdpi2007","CBSApcpop","CBSApcprop","CBSAzb"
17860,162642,0.493983986040039,"Columbia, MO",1,1,0.445676023891543,11,0.676332066747827,3.34910109394068,108500,0.66710935674672,1.01382488479263
17900,767598,0.237296271489146,"Columbia, SC",1,0.376265362908559,0.030173997423466,30,0.390829574855588,4.34861704228008,129272,0.168411069335772,2.32068816139613
17980,294865,0.298308983585882,"Columbus, GA-AL",1,0.461078068693176,0.416397406660129,9,0.305224424736744,2.66476792748048,189885,0.643972665457074,0.473971087763646
18020,76794,0.474656387772188,"Columbus, IN",1,1,0.333428018910526,7,0.91152954657916,2.48952260080073,44061,0.573755762168919,1.58870656589728
18060,59779,0.564974469720011,"Columbus, MS",0,1,0.156858328822985,4,0.669131300289399,2.23590323841995,23640,0.395456598471035,1.69204737732657
18100,32237,0.477000082728289,"Columbus, NE",0,1,0.471409667532472,9,2.79182306045848,2.98004985258164,22111,0.685888885442194,4.07037221292569
18140,1901974,0.18818644434701,"Columbus, OH",1,0.399187898046336,0.175750278768424,98,0.515254151739193,8.32590567956114,787033,0.413797980414033,1.24518285764383
18180,146445,0.597679362810189,"Concord, NH",0,1,0.0883479604482309,2,0.136570043360989,4.93356255462106,42695,0.291542900064871,0.468438927274857
18220,24277,0.533828246718135,"Connersville, IN",0,1,0.308463306927118,2,0.823825019565844,1.99501497015802,13481,0.555299254438357,1.48356946814035
18260,106042,0.306310686495484,"Cookeville, TN",0,0.520540509351306,0.0858951425001911,6,0.565813545576281,3.32335542111926,30435,0.287008920993569,1.9714144898965
18300,63043,0.431079023673892,"Coos Bay, OR",0,1,0.0963576971105249,7,1.1103532509557,3.77417042415974,15967,0.253271576542994,4.38404208680403
18380,23439,0.544824425979905,"Cordele, GA",0,1,0.226796535550047,2,0.85327872349503,1.90984939846703,11147,0.475574896539955,1.79420471875841
18420,37057,0.5305823262907,"Corinth, MS",0,1,0.158361108348972,5,1.34927274199207,2.21447591936058,14573,0.393259033381008,3.43100253894188
18460,43041,0.688917300282715,"Cornelia, GA",0,1,0.0136619270306061,5,1.16168304639762,2.58608206561623,4160,0.0966520294602821,12.0192307692308
18500,98990,0.521999959780793,"Corning, NY",0,1,0.0257645856854605,15,1.51530457621982,5.39221046687897,11183,0.112971007172442,13.4132164893141
18580,428185,0.322085523226217,"Corpus Christi, TX",1,0.657172290229483,0.511880664724095,21,0.49044221539755,3.71597568330602,305215,0.71281105129792,0.688039578657668
18620,47735,0.453013917280401,"Corsicana, TX",0,1,0.250591560989234,18,3.7708180580287,2.6004234684514,23770,0.497957473551901,7.57257046697518
18660,49336,0.516922919352642,"Cortland, NY",0,1,0.156767155238463,4,0.810766985568348,3.33203572299021,19204,0.389249229771364,2.08289939595918
18700,85579,0.333101873777776,"Corvallis, OR",1,1,0.751530609171802,5,0.58425548323771,2.39452390816116,54462,0.636394442561843,0.91807131577981
18740,36901,0.541056495874981,"Coshocton, OH",0,1,0.0972656536728529,7,1.89696756185469,3.70659828595001,11216,0.303948402482318,6.24108416547789
18780,13795,0.502786022316437,"Craig, CO",0,1,0.471262546996019,2,1.44980065241029,NA,9464,0.686045668720551,2.11327134404057
18820,38124,0.480827852689726,"Crawfordsville, IN",0,1,0.177061160753911,11,2.88532158220543,3.50333593052724,15915,0.417453572552723,6.91171850455545
18860,28610,0.667245596824717,"Crescent City, CA",0,1,0.0713661064727944,1,0.34952813701503,2.65571624352102,7643,0.267144355120587,1.308386759126
18880,235865,0.36171645128191,"Crestview-Fort Walton Beach-Destin, FL",1,0.64218679926736,0.0216798456199317,12,0.508765607444937,3.3049787307104,52790,0.223814470141818,2.27315779503694
18900,56053,0.701510291615168,"Crossville, TN",0,1,0.0373700778842889,3,0.535207749808217,2.15647193826944,10795,0.192585588639323,2.77906438165817
18980,80406,0.534244799555812,"Cullman, AL",0,1,0.0463497368730468,11,1.36805711016591,2.45826605166069,14775,0.183754943660921,7.44500846023689
19000,40271,0.814023894426609,"Cullowhee, NC",0,1,0.00485298060791967,5,1.24158823967619,NA,6228,0.154652231134067,8.02825947334618
19060,103299,0.33037857792705,"Cumberland, MD-WV",1,0.602958055376007,0.0518615602397255,12,1.16167629889931,3.72143700226638,20859,0.201928382656173,5.75291241190853
19100,6426214,0.0824723564609298,"Dallas-Fort Worth-Arlington, TX",1,0.242662875268447,0.0598687306340126,205,0.319005871886619,10.0848482249929,2993197,0.46577922864069,0.684886427455326
19140,142227,0.391159527330445,"Dalton, GA",1,0.59801376801983,0.0554160711757939,6,0.421860828112806,2.26037198222098,33128,0.232923425228684,1.81115672542864
19180,81625,0.397848205957101,"Danville, IL",1,1,0.174262715092787,20,2.45022970903522,5.08446941997071,33027,0.404618683001531,6.0556514367033
19220,53174,0.283887955998908,"Danville, KY",0,0.502407820314331,0.0996443519898534,7,1.31643284311882,2.99381046468759,16218,0.304998683567157,4.31619188555925
19260,106561,0.328909014130443,"Danville, VA",0,0.518416306192032,0.16368196452858,4,0.375371852741622,1.6991010607551,43055,0.404040877994764,0.929044245732203
19300,182265,0.454669282662773,"Daphne-Fairhope-Foley, AL",1,1,0.0356434038824857,14,0.7681123638658,3.59048774233893,51514,0.282632430801306,2.71770780758629
19340,379690,0.13674367981853,"Davenport-Moline-Rock Island, IA-IL",1,0.359920134621828,0.106393650232444,53,1.39587558271221,7.54801106767863,182186,0.479828280966051,2.90911486063693
19380,799232,0.173815515748285,"Dayton, OH",1,0.505661102947261,0.0519626870703627,42,0.525504484304933,6.98404180381372,141527,0.177078745595772,2.96763161799515
19420,31809,0.59269735827996,"Dayton, TN",0,1,0.0572149949591302,3,0.943129303027445,NA,7191,0.226068093935679,4.17188151856487
19460,153829,0.475072831015044,"Decatur, AL",1,0.6532050482422,0.00977972823231178,11,0.71507973139005,3.16029432244749,55683,0.361979860754474,1.97546827577537
19500,110768,0.424008993051558,"Decatur, IL",1,1,0.477108061988501,12,1.08334537050412,4.05482071000776,76122,0.687220135779286,1.57641680460314
19540,34387,0.517246961227489,"Decatur, IN",0,1,0.0903424367965784,4,1.16323029051677,3.11476818881832,9405,0.273504522057754,4.25305688463583
19580,39037,0.497785373029938,"Defiance, OH",0,1,0.187471100431439,4,1.02466890386044,2.94272859306405,16494,0.422522222506852,2.42512428761974
19620,48879,0.512373263304368,"Del Rio, TX",0,1,0.530195157262608,1,0.204586836882915,1.61162163041968,35591,0.728145011149983,0.28096990812284
19660,590289,0.251298015688288,"Deltona-Daytona Beach-Ormond Beach, FL",1,0.728329572775862,0.06810522704182,21,0.355757942296062,3.73552131670252,184324,0.31226060455133,1.13929819231354
19700,25095,0.492687319274567,"Deming, NM",0,1,0.354802253131664,2,0.796971508268579,1.56668215268505,14855,0.591950587766487,1.346348030966
19740,2543482,0.0884627844109507,"Denver-Aurora-Lakewood, CO",1,0.193784179652023,0.084969559049865,46,0.180854434983224,11.2173107258253,1124105,0.441955162253949,0.409214441711406
19760,35654,0.617833185004536,"DeRidder, LA",0,1,0.0889789226232167,2,0.560946878330622,1.57594867601669,10578,0.296684803949066,1.89071658158442
19780,569633,0.2115478843871,"Des Moines-West Des Moines, IA",1,0.592721214144494,0.153446721042057,57,1.00064427447146,5.17029441067879,260042,0.456507962144047,2.19195360749417
19820,4296250,0.120465502851194,"Detroit-Warren-Dearborn, MI",1,0.299850827017472,0.0342859268735438,108,0.251382019202793,10.2922710223057,1453257,0.338261739889438,0.743158298910654
19860,24199,0.466392203130601,"Dickinson, ND",0,1,0.542130104765625,6,2.47944129922724,2.71208216963471,17787,0.735030373155916,3.37325012649688
19940,36031,0.354677748517756,"Dixon, IL",0,1,0.268522915741931,12,3.3304654325442,4.44568333946687,15733,0.436651772085149,7.62728023898811
19980,33848,0.477748202354539,"Dodge City, KS",0,1,0.653538141771735,4,1.18175372252423,2.53660049586,27340,0.807728669345308,1.46305779078274
20020,145639,0.258670283002375,"Dothan, AL",1,0.534109988240412,0.206462785358112,23,1.57924731699613,3.96523498864174,65496,0.449714705539038,3.51166483449371
20060,42356,0.569869909870823,"Douglas, GA",0,1,0.080094417066888,4,0.944376239493814,2.40159483765058,11589,0.273609405987345,3.45154888256105
20100,162310,0.505741419466693,"Dover, DE",1,1,0.0581093864848886,20,1.23220996857865,2.73907524077361,36047,0.222087363686772,5.54831192609648
20140,58414,0.407711151676026,"Dublin, GA",0,0.716680163998439,0.0804103095390262,9,1.54072653815866,2.66455237943915,16201,0.277347896052316,5.55521264119499
20180,81642,0.599099320455244,"DuBois, PA",0,1,0.0167063765052555,21,2.57220548247226,6.26929758327644,7794,0.0954655691923275,26.9438029253272
20220,93653,0.446236649031277,"Dubuque, IA",1,1,0.38222440402475,20,2.13554290839589,2.7715213887796,57637,0.615431433056069,3.46999323351319
20260,279771,0.226999754033389,"Duluth, MN-WI",1,0.553106361062397,0.113181708404641,42,1.501227789871,7.0030702649258,86265,0.308341464983862,4.86871848374196
20300,21904,0.407976475797779,"Dumas, TX",0,1,0.478632918109757,3,1.36961285609934,1.85865533042477,14691,0.670699415631848,2.04206657137023
20340,45048,0.418692671854175,"Duncan, OK",0,1,0.284687239607652,8,1.77588350204227,2.35622052633295,23431,0.520134079204404,3.41428022704963
20380,114678,0.654698470885338,"Dunn, NC",0,1,0.0115021316660999,7,0.610404785573519,2.13194980655597,9263,0.0807739932681072,7.55694699341466
20420,51334,0.576413051856192,"Durango, CO",0,1,0.110466653529244,3,0.584407994701368,3.49486426094862,16887,0.3289632602174,1.776514478593
20460,42416,0.487253770789426,"Durant, OK",0,1,0.144148542272505,13,3.06488117691437,2.80853245949405,15856,0.373821199547341,8.19878910191726
20500,504357,0.171389005821712,"Durham-Chapel Hill, NC",1,0.373839547278117,0.934596765545928,11,0.218099481121507,3.2371214909532,285563,0.5661922011591,0.385203965499732
20540,38335,0.502531916236384,"Dyersburg, TN",0,1,0.207769824310609,3,0.782574670666493,2.22621154100399,17145,0.447241424285901,1.74978127734033
20580,54258,0.560525686510228,"Eagle Pass, TX",0,1,0.234026410957157,1,0.184304618673744,1.61764507692102,26248,0.483762763094843,0.380981408107284
20660,37782,0.527940951393919,"Easton, MD",0,1,0.179957464664831,4,1.05870520353608,2.05905658172398,15945,0.422026361759568,2.50862339291314
20700,169842,0.810004910566453,"East Stroudsburg, PA",1,1,0.00479862170121097,4,0.235513006205768,4.88179273993684,9840,0.0579361995266189,4.0650406504065
20740,161151,0.254940375401556,"Eau Claire, WI",1,0.525399173748984,0.178987350717289,12,0.744643222815868,4.76063263847741,65883,0.408827745406482,1.82141068257365
20780,52197,0.429588063892857,"Edwards, CO",0,1,0.0624016227105512,7,1.34107324175719,4.93001207493782,10266,0.196677969998276,6.81862458601208
20820,34242,0.470534817880954,"Effingham, IL",0,1,0.13749530534616,9,2.62835114771333,3.73032221537606,12328,0.360025699433444,7.3004542504867
20900,41280,0.469397480537895,"El Campo, TX",0,1,0.127797948684724,3,0.726744186046512,2.30308998974709,11602,0.281056201550388,2.58576107567661
20940,174528,0.358148637906643,"El Centro, CA",1,1,0.139278586955899,7,0.401081774844151,3.42460971821865,42598,0.244075449211588,1.64326963707216
20980,41639,0.486853908364559,"El Dorado, AR",0,1,0.208828334869129,8,1.92127572708278,2.31407725029511,18884,0.453517135377891,4.23639059521288
21020,64094,0.312869085747598,"Elizabeth City, NC",0,0.470759811599886,0.0861724087301648,3,0.468062533154429,2.61023862657422,18683,0.29149374356414,1.60573783653589
21060,148338,0.299997214175,"Elizabethtown-Fort Knox, KY",1,0.552570025942043,0.0601868626632728,10,0.674136094594777,2.85169286256713,38655,0.260587307365611,2.58698745311085
21120,22119,0.411763465840052,"Elk City, OK",0,1,0.32099729651392,6,2.712600027126,2.56837405621441,11693,0.528640535286405,5.13127512186778
21140,197559,0.492065999003024,"Elkhart-Goshen, IN",1,1,0.0938842350672196,7,0.35432453089963,3.48058836330674,82668,0.418447147434437,0.846760536120385
21180,29405,0.611868106657969,"Elkins, WV",0,1,0.0595590149482043,7,2.38054752593096,NA,7094,0.241251487842204,9.86749365661122
21220,50805,0.461530043565732,"Elko, NV",0,0.924838587279395,0.14005589508955,4,0.787324082275367,2.37784837372554,18297,0.36014171833481,2.18615073509318
21260,40915,0.494517864479957,"Ellensburg, WA",0,1,0.201182081838114,5,1.22204570450935,3.20509974405066,18174,0.444189172675058,2.75118300869374
21300,88830,0.520731311249286,"Elmira, NY",1,1,0.115564408811922,6,0.675447483958122,3.19169923403841,29200,0.328717775526286,2.05479452054794
21340,804123,0.4663687488367,"El Paso, TX",1,0.991391928301719,0.653702335563167,7,0.0870513590582535,2.49556219695187,649121,0.807240932046466,0.107838138035898
21380,33690,0.467943275185938,"Emporia, KS",0,1,0.548205841309211,9,2.67141585040071,3.09876751998032,24916,0.739566636984268,3.61213677957939
21420,60580,0.457736085813501,"Enid, OK",0,1,0.665517232669209,14,2.31099372730274,2.40620312681777,49379,0.815103994717729,2.83521334980457
21460,49948,0.476922214422404,"Enterprise, AL",0,1,0.289669543343577,4,0.800832866180828,3.71404885028368,26562,0.531793064787379,1.50591069949552
21500,280566,0.510662085377246,"Erie, PA",1,1,0.13352379835108,16,0.570275799633598,5.08761446166811,101786,0.362788078384409,1.57192541213919
21540,37069,0.517332863850376,"Escanaba, MI",0,1,0.13386331816959,3,0.809301572742723,2.93108415168819,12616,0.340338288057406,2.37793278376665
21580,40246,0.65071215804417,"Española, NM",0,1,0.0651799834338403,2,0.496943795656711,1.64412500863206,10224,0.254037668339711,1.95618153364632
21660,351715,0.411836548023229,"Eugene, OR",1,1,0.227781430702071,12,0.341185334717029,3.37525302176664,156185,0.444066929189827,0.76831962096232
21700,134623,0.496075997478208,"Eureka-Arcata-Fortuna, CA",0,1,0.0658495775232642,7,0.519970584521218,4.31512391626828,56348,0.418561464237166,1.24228011641939
21740,21118,0.432697250489141,"Evanston, WY",0,1,0.356840713769747,4,1.89411876124633,2.42697092595753,12359,0.585235344256085,3.23650780807509
21780,311552,0.228046179364191,"Evansville, IN-KY",1,0.398356518529352,0.151710386887674,16,0.513557929334429,5.17427478906041,117429,0.376916213023829,1.36252544090472
21820,97581,0.610900488236031,"Fairbanks, AK",1,1,0.104907845499536,2,0.204957932384378,1.65963532163463,31535,0.323167419887068,0.634215950531156
21840,16843,0.478653246265853,"Fairfield, IA",0,1,0.317620488372014,7,4.15602921094817,NA,9464,0.561895149320192,7.39644970414201
21900,56418,0.482292454720613,"Fairmont, WV",0,1,0.115864933321747,11,1.94973235492219,3.52210427938341,18704,0.331525399695133,5.88109495295124
21980,24877,0.61807277457537,"Fallon, NV",0,1,0.119675891449363,1,0.401977730433734,1.39522182154319,8606,0.345942034811271,1.16198001394376
22020,208777,0.243444511079881,"Fargo, ND-MN",1,0.594531268909931,0.305156956878922,37,1.77222586779195,5.03480703990087,105549,0.505558562485331,3.50548086670646
22060,64142,0.53125847126874,"Faribault-Northfield, MN",0,1,0.136537987156609,5,0.779520439025911,3.14590127789308,43359,0.67598453431449,1.15316312645587
22100,65359,0.415315398247112,"Farmington, MO",0,1,0.0978206131984798,8,1.22400893526523,2.82330834908909,16240,0.248473813858841,4.92610837438424
22140,130044,0.525440872442102,"Farmington, NM",1,1,0.13104984485576,3,0.23069115068746,1.86416954122672,45877,0.352780597336286,0.653922444798047
22180,366383,0.392118321027266,"Fayetteville, NC",1,0.776544769692827,0.302801467170009,11,0.300232270602075,2.39723249693457,200564,0.547416228373041,0.548453361520512
22220,463204,0.161006272400149,"Fayetteville-Springdale-Rogers, AR-MO",1,0.424156727744197,0.0741199819766268,42,0.906727921175119,5.11116321612345,234642,0.506562983048506,1.78996087656941
22260,57303,0.458974208543502,"Fergus Falls, MN",0,1,0.0637388168639118,22,3.83924052841911,5.33259294797077,13138,0.229272463919865,16.7453189222104
22280,51980,0.557626246209772,"Fernley, NV",0,1,0.142272780500862,2,0.384763370527126,2.18309110913454,19368,0.372604848018469,1.03263114415531
22300,74782,0.406679899472113,"Findlay, OH",0,1,0.336965754169036,12,1.60466422401113,3.2275263218748,41202,0.55096146131422,2.91247997670016
22340,17634,0.551694733054576,"Fitzgerald, GA",0,1,0.263562347959349,1,0.567086310536464,2.47416588102477,9053,0.513383236928661,1.10460620788689
22380,134421,0.458383944038793,"Flagstaff, AZ",1,1,0.249203646517444,5,0.371965689884765,2.59280150306776,65870,0.490027599854189,0.7590708972218
22420,425790,0.513859749402865,"Flint, MI",1,1,0.0649189076849786,16,0.375772094224853,4.47466590216991,102434,0.240573991873928,1.56198137337212
22500,205566,0.334977441851299,"Florence, SC",1,0.555041102605163,0.0362191089960143,13,0.63240029966045,3.70853699690712,37056,0.180263273109366,3.50820379965458
22520,147137,0.268118623182574,"Florence-Muscle Shoals, AL",1,0.533844862875601,0.0867345786348484,13,0.883530315284395,3.58635700944294,52465,0.35657244608766,2.47784237110455
22540,101633,0.43069518855732,"Fond du Lac, WI",1,1,0.189811332307639,12,1.18071886099987,4.21462924193818,43021,0.423297550992296,2.78933544083122
22580,67810,0.622551350562689,"Forest City, NC",0,1,0.0206275117322639,8,1.17976699601829,2.58078412230687,7476,0.110249225777909,10.7009095773141
22620,28258,0.449248683038231,"Forrest City, AR",0,1,0.300621576389933,8,2.83105669191026,2.70751996172763,15371,0.543952155141907,5.20460607637759
22660,299630,0.372521588905707,"Fort Collins, CO",1,1,0.286793263995658,8,0.266995961686079,4.28016391734341,143986,0.480546006741648,0.555609573152945
22700,38013,0.445556738233139,"Fort Dodge, IA",0,1,0.4418152672086,13,3.41988267171757,2.60866413869055,25206,0.663088943256254,5.15750218202015
22780,52274,0.676134216402113,"Fort Leonard Wood, MO",0,1,0.0167593082581542,4,0.765198760378008,3.11954694615665,15061,0.28811646325133,2.65586614434632
22800,62105,0.18515389288477,"Fort Madison-Keokuk, IA-IL-MO",0,0.441274952150534,0.0695955205597549,29,4.66951131148861,3.01866887991284,21831,0.351517591176234,13.2838623975081
22820,28159,0.431765965065866,"Fort Morgan, CO",0,1,0.201156486236507,5,1.77563123690472,2.6796099732965,11315,0.401825348911538,4.41891294741494
22860,52334,0.658470550593636,"Fort Polk South, LA",0,1,0.0198054210360002,6,1.1464822104177,1.89250716894465,9038,0.172698436962586,6.6386368665634
22900,280467,0.148381677088059,"Fort Smith, AR-OK",1,0.304908754366235,0.105736788253896,44,1.56881201710005,5.95762749719286,86209,0.307376625414042,5.10387546543864
23060,416257,0.368203337816543,"Fort Wayne, IN",1,0.739486843125284,0.374047911230691,17,0.408401540394516,3.79672466703888,253691,0.609457618730736,0.670106546940964
23140,33224,0.464334083309737,"Frankfort, IN",0,1,0.249406594745622,6,1.80592342884662,2.96948382281434,16422,0.494281242475319,3.65363536719035
23180,70706,0.32035925688481,"Frankfort, KY",0,0.57765052375822,0.152416717482657,2,0.282861426187311,2.49533242240834,25527,0.361030181314174,0.783484154032985
23240,24837,0.581822117359885,"Fredericksburg, TX",0,1,0.179745682640768,1,0.402625115754721,1.40505097861917,10530,0.423964246889721,0.949667616334283
23300,47711,0.447829113919708,"Freeport, IL",0,1,0.293820871108972,11,2.30554798683742,4.20502365762646,25638,0.537360357150343,4.29050627974101
23340,36691,0.444028245287318,"Fremont, NE",0,1,0.520253148430346,10,2.72546401024774,3.62581626146354,26397,0.719440734785097,3.78830927756942
23380,60944,0.489541938914834,"Fremont, OH",0,1,0.0897649178758789,8,1.31268049356787,3.38805420841405,16734,0.274579942242058,4.78068602844508
23420,930450,0.393338777831392,"Fresno, CA",1,1,0.296403688712915,15,0.16121231662099,3.99851076209126,494665,0.531640604008813,0.303235523030738
23460,104430,0.413357673871807,"Gadsden, AL",1,1,0.146764869384055,9,0.861821315713875,3.04807285308658,36856,0.352925404577229,2.44193618406772
23500,55342,0.647746507202554,"Gaffney, SC",0,1,0.0516785969087223,4,0.722778360015901,2.2527886319643,12414,0.224314264030935,3.22216851941357
23540,264275,0.445957767432374,"Gainesville, FL",1,0.880024399139116,0.223487800420598,12,0.454072462397124,2.75829179897758,124354,0.470547724907767,0.964987053090371
23580,179684,0.66713650382828,"Gainesville, GA",1,1,0.0369037799674458,4,0.22261303176688,1.97561415994772,33804,0.18813027314619,1.1832919181162
23620,38437,0.512069983280772,"Gainesville, TX",0,1,0.176121077634033,6,1.56099591539402,2.07773700426813,16002,0.416317610635585,3.74953130858643
23660,52919,0.412796239135083,"Galesburg, IL",0,1,0.378254732789758,14,2.64555263704908,5.86712245793452,32195,0.608382622498535,4.34850132008076
23700,71492,0.642929095773013,"Gallup, NM",0,1,0.0919440289666429,1,0.139875790298215,1.83660464184756,21678,0.303222738208471,0.461297167635391
23780,40753,0.398246771426128,"Garden City, KS",0,0.823870984157197,0.433785775286308,4,0.981522832674895,1.8974703483873,26658,0.654135891836184,1.50048765848901
23860,60158,0.710249830232408,"Georgetown, SC",0,1,0.0254647366365792,3,0.498686791449184,2.64775119068254,9163,0.152315569001629,3.27403688748227
23900,101407,0.609459362286627,"Gettysburg, PA",1,1,0.0112259154033301,13,1.28196278363427,6.31524466259615,7620,0.0751427416253316,17.0603674540682
23940,46133,0.501852831350402,"Gillette, WY",0,1,0.399068411059148,2,0.433529143996705,2.34194904464198,29087,0.630503110571608,0.687592395228109
23980,52272,0.417493907672924,"Glasgow, KY",0,0.688251315532869,0.0748929970473488,4,0.765228037955311,2.17827910818802,14028,0.268365472910927,2.85143997718848
24020,128923,0.313716897841943,"Glens Falls, NY",1,0.500186662317582,0.0181992152940258,11,0.85322246612319,5.0130897348803,14700,0.114021547745554,7.48299319727891
24060,73537,0.276806255103072,"Glenwood Springs, CO",0,0.642376502344452,0.0555413822732497,8,1.08788772998627,NA,9614,0.130736907951099,8.32119825254837
24100,55531,0.468084036895768,"Gloversville, NY",0,1,0.10713121419977,6,1.08047757108642,3.15777847402283,15665,0.282094685851146,3.830194701564
24140,122623,0.622603030692626,"Goldsboro, NC",1,1,0.0884811391414124,6,0.489304616589058,3.04475259414385,36437,0.297146538577591,1.64667782748305
24220,98461,0.266930214480666,"Grand Forks, ND-MN",1,0.564125500702106,0.302878812877494,25,2.53907638557398,5.57565734622107,52838,0.536638872243833,4.73144327945797
24260,81850,0.276209835075931,"Grand Island, NE",1,0.540186102011032,0.357165114455761,24,2.93219303604154,3.41592442860598,48520,0.592791692119731,4.94641384995878
24300,146723,0.51055152943194,"Grand Junction, CO",1,1,0.167129329012441,5,0.340778201100032,2.69050992321329,58566,0.39916032251249,0.853737663490763
24340,988938,0.23704780301476,"Grand Rapids-Wyoming, MI",1,0.450162198479482,0.0452856729593894,34,0.343803150450281,6.37745933717975,260165,0.263075137167345,1.30686295235716
24380,27213,0.53164308621183,"Grants, NM",0,1,0.128066283090123,2,0.734942858192775,1.83567935761604,9182,0.337412266196303,2.17817468961011
24420,82713,0.566352416526886,"Grants Pass, OR",1,1,0.174827772148634,2,0.241799958894007,2.07358067229773,34533,0.417503899024337,0.579156169461095
24460,27674,0.417547613944284,"Great Bend, KS",0,1,0.350237451634737,9,3.2521500325215,3.51487209314705,15995,0.577979330779793,5.62675836198812
24500,81327,0.503711723201437,"Great Falls, MT",1,1,0.517632502044034,4,0.491841577827782,2.50692889015432,58505,0.719379787770359,0.683702247671139
24540,252825,0.40585455247153,"Greeley, CO",1,1,0.145764380334711,22,0.870167111638485,6.39800679375311,92889,0.367404331059033,2.36841821959543
24580,306241,0.258546422326273,"Green Bay, WI",1,0.675481329831149,0.134789044955987,20,0.653080417057154,5.87010588995891,104057,0.339787944788582,1.92202350634748
24620,68831,0.623484250647151,"Greeneville, TN",0,1,0.0505983675674083,4,0.581133500893493,2.45024106413267,15062,0.218825819761445,2.65568981542956
24640,71372,0.684206760840434,"Greenfield Town, MA",0,1,0.0598182540485756,1,0.140110967886566,NA,17456,0.24457770554279,0.572868927589367
24660,723801,0.274327543543324,"Greensboro-High Point, NC",1,0.510420393595085,0.141672749115985,23,0.317766900018099,3.68751909508717,374037,0.516767730356825,0.614912428449592
24700,25740,0.496081464667508,"Greensburg, IN",0,1,0.20399493711848,5,1.94250194250194,2.91155134905381,11492,0.446464646464646,4.35085276714236
24740,51137,0.431754092461488,"Greenville, MS",0,1,0.463484637268609,5,0.977765610027964,2.28362478630684,34400,0.672702739699239,1.45348837209302
24780,168148,0.471855723855232,"Greenville, NC",1,1,0.257635568424175,9,0.535242762328425,3.02478463684014,84554,0.502854628065752,1.06440854365258
24820,52959,0.46524770104131,"Greenville, OH",0,1,0.0700350689500556,21,3.96533167167054,4.26419338267325,13227,0.249759247719934,15.8766160127013
24860,824112,0.231441455375793,"Greenville-Anderson-Mauldin, SC",1,0.378793586355656,0.0096508675172858,26,0.315491098297319,5.03957631139941,127977,0.155290785718446,2.03161505583034
24900,42914,0.355102043154844,"Greenwood, MS",0,0.628083047548648,0.1284794487664,8,1.86419350328564,2.57616949391684,15205,0.354313277718227,5.26142716211772
24940,95078,0.332939406238667,"Greenwood, SC",0,0.608272632560084,0.0657167458178723,11,1.15694482424956,2.14578106980037,23222,0.244241570079303,4.73688743432951
24980,21906,0.531712438869055,"Grenada, MS",0,1,0.357178925626872,1,0.456495937186159,1.5541208501537,13092,0.597644480964119,0.763825236785823
25060,370702,0.180390925801218,"Gulfport-Biloxi-Pascagoula, MS",1,0.410749523073381,0.0606332069275265,11,0.296734304104105,3.63755657347375,134239,0.362121056805736,0.819433994591736
25100,20640,0.399942108083053,"Guymon, OK",0,1,0.323654060847455,7,3.39147286821705,2.21137577286941,11442,0.554360465116279,6.1178115714036
25180,251599,0.332780413684564,"Hagerstown-Martinsburg, MD-WV",1,0.514782411627504,0.0300092574712358,11,0.437203645483488,3.45514873999819,56889,0.226109801708274,1.93358997345708
25200,27701,0.275411999412061,"Hailey, ID",0,0.632445738734544,0.105316936668524,9,3.24898018122089,NA,7960,0.287354247139092,11.3065326633166
25220,121097,0.60441751471496,"Hammond, LA",1,1,0.0321071263042949,8,0.6606274309025,2.35295631927465,20019,0.165313756740464,3.99620360657376
25260,152982,0.375960851174677,"Hanford-Corcoran, CA",1,1,0.186736961454181,4,0.261468669516675,3.14617355174099,78780,0.514962544613092,0.507743082000508
25300,38948,0.297870217708875,"Hannibal, MO",0,0.614203417656788,0.225487167148359,7,1.79726815240834,3.06839778479604,17916,0.459997945979254,3.90712212547444
25420,549475,0.265453658028387,"Harrisburg-Carlisle, PA",1,0.42860875112558,0.0107667462591081,37,0.673370035033441,8.31296795342286,68210,0.124136675917922,5.42442457117725
25460,45233,0.415624389990609,"Harrison, AR",0,0.699512863407654,0.0827087341581408,13,2.87400791457564,3.15051326634963,12943,0.286140649525789,10.0440392490149
25500,125228,0.293460452783373,"Harrisonburg, VA",1,0.523936918483818,0.156508699531422,7,0.558980419714441,2.41153797919865,48914,0.390599546427317,1.43108312548555
25540,1212381,0.38027110664367,"Hartford-West Hartford-East Hartford, CT",1,0.578299745562945,0.0182708420227464,5,0.0412411609881712,8.08175010049856,286943,0.236677249148576,0.174250635143565
25580,31364,0.465644410456682,"Hastings, NE",0,1,0.632163259578147,8,2.55069506440505,3.93563277994978,24907,0.794127024614207,3.21194844822741
25620,142842,0.257498474334978,"Hattiesburg, MS",1,0.434378094455352,0.109677178069418,8,0.560059366292827,3.11588787349721,45989,0.32195712745551,1.73954641327274
25700,28452,0.449356396148629,"Hays, KS",0,1,0.526769611548182,4,1.40587656403768,2.04444252454862,20510,0.720863208210319,1.95026816187226
25720,23530,0.412663333068893,"Heber, UT",0,1,0.262707498398388,7,2.97492562685933,1.75814121911079,11362,0.482872928176796,6.16088716775216
25740,74801,0.430782327462923,"Helena, MT",0,0.741533916966543,0.143174645745128,4,0.534752209195064,3.17805336812492,28190,0.376866619430222,1.41894288754878
